index,name,constellation,right_ascension,declination,apparent_magnitude,absolute_magnitude,distance_light_year,spectral_class
105,HD 3924,Cassiopeia,0.7086138888888889,58.75344444444445,6.18,-1.29,1016.0,B9.5III
106,V773 Cas,Cassiopeia,1.7383083333333333,57.53666666666666,6.18,1.69,258.0,A3V
107,HD 5343,Cassiopeia,0.936925,57.996583333333334,6.2,0.28,497.0,K3III
108,HD 224870,Cassiopeia,0.02201111111111111,49.98158333333333,6.22,-0.51,724.0,G7II-III
109,HD 4881,Cassiopeia,0.8593861111111111,51.571444444444445,6.22,-1.51,1148.0,B9.5V
110,HD 225094,Cassiopeia,0.05714444444444445,63.64052777777778,6.24,-3.92,3505.0,B3Ia
111,HD 217673,Cassiopeia,23.025199999999998,57.105472222222225,6.24,-1.56,1181.0,K2II
112,HD 222618,Cassiopeia,23.69848888888889,57.259972222222224,6.24,-0.93,886.0,G8III
113,HD 10587,Cassiopeia,1.7461527777777779,57.089222222222226,6.25,0.07,560.0,A2V
114,HD 13222,Cassiopeia,2.222513888888889,74.02780555555556,6.25,0.61,438.0,G8III
115,HD 21970,Cassiopeia,3.656972222222222,75.73961111111112,6.25,0.65,429.0,G9III-IV
116,RZ Cas,Cassiopeia,2.8154194444444443,69.63419444444445,6.26,2.28,204.0,A3V
117,HD 222570,Cassiopeia,23.69077777777778,49.51247222222222,6.26,-0.63,778.0,A4V
118,HD 5128,Cassiopeia,0.8965361111111111,52.68933333333333,6.27,1.61,278.0,A5m
119,HD 5273,Cassiopeia,0.9181166666666666,48.678555555555555,6.28,-0.68,803.0,M2.5IIIa
120,HD 6540,Cassiopeia,1.119288888888889,53.498194444444444,6.31,-1.79,1358.0,K0
121,HD 7732,Cassiopeia,1.3387361111111111,77.57047222222222,6.31,0.98,379.0,G5III...
122,35 Cas,Cassiopeia,1.3514416666666667,64.65819444444445,6.33,2.01,238.0,A2Vnn
123,HD 10362,Cassiopeia,1.7162,61.42108333333333,6.33,-1.15,1022.0,B7II
124,HD 223386,Cassiopeia,23.814975,59.978944444444444,6.33,1.22,344.0,A0V
125,HD 8424,Cassiopeia,1.429527777777778,70.97991666666667,6.34,0.35,514.0,A0Vnn
126,HD 10293,Cassiopeia,1.7049138888888888,58.62775,6.35,-1.9,1455.0,B8III
127,HD 8272,Cassiopeia,1.3892416666666667,58.14322222222222,6.36,2.56,188.0,F4V
128,HD 223421,Cassiopeia,23.819969444444443,58.96322222222223,6.36,1.94,250.0,F2IV
129,HD 7925,Cassiopeia,1.3663722222222223,76.2388888888889,6.37,1.95,250.0,F0IVn
130,V805 Cas,Cassiopeia,3.505386111111111,71.86388888888888,6.37,-0.73,856.0,M2III
131,HD 4818,Cassiopeia,0.8492416666666667,51.50802777777778,6.38,2.26,217.0,F2IV
132,HD 4295,Cassiopeia,0.7772861111111111,69.3253611111111,6.39,3.35,132.0,F3V
133,HD 5357,Cassiopeia,0.9486083333333334,68.77575,6.39,2.51,195.0,F0m
134,V465 Cas,Cassiopeia,1.3038583333333333,57.80316666666666,6.39,-0.75,874.0,M5
135,HD 220074,Cassiopeia,23.337325,61.97013888888889,6.39,-0.91,942.0,K1V
136,HD 5715,Cassiopeia,1.008575,70.983,6.4,1.21,355.0,A4IV
137,V761 Cas,Cassiopeia,1.2193944444444447,61.70619444444445,6.4,-0.11,652.0,B9V
138,HD 222682,Cassiopeia,23.708724999999998,61.67938888888889,6.4,0.66,459.0,K2III
139,HD 371,Cassiopeia,0.1424638888888889,63.204055555555556,6.41,-1.91,1502.0,G3II
140,HD 2904,Cassiopeia,0.5553333333333333,70.98186111111112,6.41,0.36,528.0,A0Vn
142,HD 6497,Cassiopeia,1.116686111111111,56.935249999999996,6.41,1.47,318.0,K2III...
143,HD 218440,Cassiopeia,23.119569444444444,59.72738888888889,6.41,-1.65,1336.0,B2.5IV
144,HD 220130,Cassiopeia,23.342927777777778,62.21327777777778,6.41,-2.24,1753.0,K2III
145,HR 9017,Cassiopeia,23.81084166666667,64.87647222222222,6.41,-0.3,718.0,A0sp...
146,HD 1142,Cassiopeia,0.26524166666666665,61.000194444444446,6.43,0.23,566.0,G8III...
147,HD 217944,Cassiopeia,23.055925000000002,58.56388888888888,6.43,1.71,286.0,G8IV
148,HD 5459,Cassiopeia,0.955425,61.42194444444444,6.44,0.21,575.0,G8IV
149,HD 222748,Cassiopeia,23.71806388888889,51.93933333333333,6.44,0.27,559.0,K0
150,HD 1601,Cassiopeia,0.3419222222222222,48.96863888888889,6.46,-0.86,950.0,G0
151,HD 17581,Cassiopeia,2.8627555555555557,58.31430555555555,6.46,1.75,285.0,A1m
152,HD 222932,Cassiopeia,23.746769444444446,55.79969444444444,6.46,0.65,473.0,G4III:
153,16 Cas,Cassiopeia,0.5735805555555555,66.7503611111111,6.47,0.28,565.0,B9III
154,V801 Cas,Cassiopeia,3.1483833333333333,62.38458333333333,6.47,-2.48,2012.0,B1V:e
155,HD 223552,Cassiopeia,23.839477777777777,51.621694444444444,6.47,3.43,132.0,F3V
156,HD 224404,Cassiopeia,23.95931111111111,60.02361111111111,6.47,-1.26,1144.0,B9III-IV
157,HD 5927,Cassiopeia,1.0241777777777776,49.54422222222222,6.48,-0.77,921.0,G5
158,HD 6028,Cassiopeia,1.038463888888889,51.03497222222222,6.48,0.04,632.0,A3V
159,HD 9811,Cassiopeia,1.6297777777777778,64.73936111111111,6.49,-3.3,2964.0,A6Iab
161,HD 19439,Cassiopeia,3.1835555555555555,64.89630555555556,6.5,2.03,256.0,A4V
163,54 Cas,Cassiopeia,2.152136111111111,71.55258333333333,6.57,4.39,89.0,F8
182,HD 7924,Cassiopeia,1.3664222222222222,76.71027777777778,7.19,6.06,55.0,K0V
204,HD 17156,Cassiopeia,2.8290249999999997,71.75322222222222,8.17,3.7,255.0,G0IV
209,HD 240210,Cassiopeia,23.17478611111111,57.029444444444444,8.33,2.55,468.0,K3III
0,α Cen A,Centaurus,14.66136111111111,-60.83513888888889,-0.01,4.34,4.36,G2V
1,β Cen,Centaurus,14.063733333333333,-60.372972222222224,0.61,-5.42,525.0,B1III
2,α Cen B,Centaurus,14.660941666666668,-60.83947222222223,1.35,5.7,4.36,K1V
3,θ Cen(5 Cen),Centaurus,14.111477777777777,-36.36869444444444,2.06,0.7,61.0,K0IIIb
4,γ Cen,Centaurus,12.692,-48.95988888888889,2.2,-0.81,130.0,A1IV
5,ε Cen,Centaurus,13.664797222222223,-53.46636111111111,2.29,-3.02,376.0,B1III
6,η Cen,Centaurus,14.591791666666667,-42.15775,2.33,-2.55,308.0,B1Vn + A
7,ζ Cen,Centaurus,13.925675,-47.28827777777778,2.55,-2.81,384.0,B2.5IV
8,δ Cen,Centaurus,12.139316666666666,-50.72241666666667,2.58,-2.84,395.0,B2IVne
9,ι Cen,Centaurus,13.343352777777778,-36.71208333333334,2.75,1.48,59.0,A2V
10,λ Cen,Centaurus,11.596369444444445,-63.01983333333333,3.11,-2.39,410.0,B9II:
11,κ Cen,Centaurus,14.986027777777776,-42.10413888888889,3.13,-2.96,539.0,B2IV
12,ν Cen,Centaurus,13.825083333333334,-41.687666666666665,3.41,-2.41,475.0,B2IV
13,μ Cen,Centaurus,13.826947222222222,-42.47369444444445,3.47,-2.57,527.0,B2IV-Ve
14,φ Cen,Centaurus,13.97118888888889,-42.10069444444444,3.83,-1.94,465.0,B2IV
15,τ Cen,Centaurus,12.628425,-48.54127777777778,3.85,0.82,132.0,A2V
16,υ1 Cen,Centaurus,13.977991666666666,-44.803527777777774,3.87,-1.67,417.0,B2IV-V
17,π Cen,Centaurus,11.350122222222222,-54.49102777777778,3.9,-1.07,321.0,B5Vn
18,d Cen,Centaurus,13.517408333333334,-39.40727777777778,3.9,-4.03,1254.0,G8II/III
19,σ Cen,Centaurus,12.467336111111111,-50.230611111111116,3.91,-1.76,443.0,B3V
20,ρ Cen,Centaurus,12.194208333333334,-52.36841666666667,3.97,-1.13,342.0,B3V
21,b Cen,Centaurus,14.699336111111112,-37.793416666666666,4.01,-0.85,305.0,B2.5V
22,ψ Cen,Centaurus,14.342633333333334,-37.88527777777778,4.05,-0.35,247.0,A0IV
23,c1 Cen,Centaurus,14.727633333333333,-35.17322222222222,4.06,0.07,205.0,K3III
24,HD 102350,Centaurus,11.775236111111113,-61.17836111111111,4.11,-1.51,434.0,G0II
25,2 Cen,Centaurus,13.824097222222221,-34.45063888888889,4.19,0.51,177.0,M5III
26,1 Cen,Centaurus,13.761547222222223,-33.04336111111111,4.23,2.81,63.0,F3V
27,n Cen,Centaurus,12.890597222222222,-40.178805555555556,4.25,0.86,155.0,A4IV
28,ξ2 Cen,Centaurus,13.115183333333333,-49.90622222222222,4.27,-1.24,412.0,B1.5V
29,j Cen,Centaurus,11.828080555555555,-63.7885,4.3,-1.44,459.0,B3V
30,v Cen,Centaurus,14.33876388888889,-56.386472222222224,4.3,-3.5,1185.0,B6Ib
31,3 Cen A,Centaurus,13.86378611111111,-32.99402777777778,4.32,-0.48,297.0,B5
32,e Cen,Centaurus,12.885272222222222,-48.94325,4.33,-0.51,303.0,K3/K4III
33,υ2 Cen,Centaurus,14.028747222222224,-45.60336111111111,4.34,-1.35,448.0,F6II
34,χ Cen,Centaurus,14.100775,-41.17958333333333,4.36,-1.32,446.0,B2V
35,V761 Cen,Centaurus,14.38396111111111,-39.51177777777778,4.41,-1.13,418.0,B2V
36,V863 Cen,Centaurus,12.134794444444443,-50.661249999999995,4.46,-0.85,376.0,B2IIIne
37,B Cen,Centaurus,11.852430555555555,-45.17344444444444,4.47,-1.3,464.0,K4III
38,J Cen,Centaurus,13.377216666666667,-60.98836111111111,4.52,-0.66,354.0,B3V
39,m Cen,Centaurus,13.400122222222222,-64.53561111111111,4.52,0.04,257.0,G5III-IV
40,V831 Cen,Centaurus,13.204897222222222,-59.92052777777778,4.58,-0.55,346.0,B8V
41,A Cen,Centaurus,11.579363888888889,-54.26413888888889,4.62,-1.14,463.0,B9V
42,l Cen,Centaurus,12.6646,-39.98725,4.63,-0.55,355.0,B8II/III
43,M Cen,Centaurus,13.777602777777778,-51.432694444444444,4.64,0.16,257.0,G8/K0III
44,w Cen,Centaurus,12.709877777777777,-48.813027777777776,4.66,0.85,188.0,K0III
45,f Cen,Centaurus,13.104647222222221,-48.46325,4.71,-0.81,414.0,B5V
46,294 G. Cen,Centaurus,13.960816666666666,-63.686611111111105,4.71,0.68,209.0,K4III
47,321 G. Cen,Centaurus,14.165266666666668,-53.43872222222222,4.74,1.01,182.0,G8III
48,4 Cen,Centaurus,13.886819444444445,-31.927583333333335,4.75,-1.81,669.0,B4IV
49,340 G. Cen,Centaurus,14.376977777777778,-58.45916666666667,4.76,0.07,282.0,G8/K1 + F/G
50,G Cen,Centaurus,12.442163888888889,-51.450611111111115,4.82,-0.62,400.0,B3Vn
51,ξ1 Cen,Centaurus,13.05926388888889,-49.52725,4.83,0.71,218.0,A0V
52,185 G. Cen,Centaurus,13.200963888888888,-37.80313888888889,4.85,3.29,67.0,G3IV
53,HR 4523,Centaurus,11.775625000000002,-40.501333333333335,4.89,5.06,30.0,G3/G5V
54,p Cen,Centaurus,12.844775,-33.99927777777778,4.9,-0.48,389.0,B9V
55,191 G. Cen,Centaurus,13.237619444444444,-59.10286111111111,4.9,3.62,59.0,F7IV
56,c2 Cen,Centaurus,14.749777777777776,-35.19183333333333,4.92,0.91,207.0,A0V
57,58 G. Cen,Centaurus,11.681569444444444,-62.09011111111111,4.93,-1.82,729.0,G3Ib
58,Q Cen,Centaurus,13.695780555555556,-54.55936111111111,4.99,0.39,271.0,B8Vn+...
59,26 G. Cen,Centaurus,11.386861111111111,-36.16477777777778,5.0,-2.1,858.0,K4III
60,V810 Cen,Centaurus,11.725333333333333,-62.48938888888889,5.0,-4.48,2567.0,F9Ia
61,F Cen,Centaurus,12.316619444444445,-55.14297222222222,5.01,-0.33,381.0,M1III
62,V1019 Cen,Centaurus,14.880858333333334,-37.80311111111111,5.02,-0.34,384.0,B7II/III
63,V795 Cen,Centaurus,14.24921111111111,-57.086083333333335,5.03,-0.84,486.0,B4Vne
64,K Cen,Centaurus,13.49035,-51.16511111111111,5.04,-0.91,504.0,A0V
65,ο1 Cen,Centaurus,11.52946388888889,-59.442055555555555,5.07,-4.91,3228.0,G0Ia
66,r Cen,Centaurus,13.281419444444445,-31.506083333333333,5.1,0.7,247.0,K0III
67,217 G. Cen,Centaurus,13.435455555555556,-39.75497222222222,5.11,1.09,207.0,Kp...
68,ο2 Cen,Centaurus,11.530225000000002,-59.51563888888889,5.12,-4.97,3396.0,A3Ia
69,128 G. Cen,Centaurus,12.596002777777779,-41.02194444444444,5.12,2.43,113.0,A7III
70,34 G. Cen,Centaurus,11.476419444444444,-42.67422222222222,5.14,-1.27,625.0,B9V
71,52 G. Cen,Centaurus,11.616888888888889,-61.28344444444444,5.14,0.89,231.0,K1III
72,V815 Cen,Centaurus,11.121322222222222,-42.638777777777776,5.15,0.45,283.0,Ap SrCrEu
73,54 G. Cen,Centaurus,11.635380555555555,-61.82655555555556,5.15,0.35,297.0,B9IV
74,88 G. Cen,Centaurus,12.060919444444446,-42.43377777777778,5.15,3.23,79.0,F6V
75,z Cen,Centaurus,13.782322222222223,-36.251916666666666,5.15,-0.44,428.0,A0V
76,H Cen,Centaurus,12.951216666666665,-51.198722222222216,5.17,-0.67,479.0,B8V
77,31 G. Cen,Centaurus,11.428766666666666,-63.97230555555556,5.18,2.99,89.0,F7V
78,29 G. Cen,Centaurus,11.424869444444443,-36.063111111111105,5.21,0.54,280.0,K0III
79,33 G. Cen,Centaurus,11.443175,-61.11516666666667,5.22,-3.17,1552.0,B3IV
80,334 G. Cen,Centaurus,14.331027777777777,-61.27275,5.22,1.8,158.0,Am
81,182 G. Cen,Centaurus,13.189808333333334,-43.3685,5.24,1.09,221.0,K1/K2III
82,C2 Cen,Centaurus,11.598766666666668,-47.641527777777775,5.26,1.44,189.0,A7m
83,N Cen,Centaurus,13.868027777777778,-52.81147222222222,5.26,0.03,363.0,B9Vn
84,64 G. Cen,Centaurus,11.762222222222222,-45.69013888888889,5.28,-1.62,782.0,B6III
85,D Cen,Centaurus,12.234091666666666,-45.72391666666667,5.31,-0.89,566.0,K3III
86,x1 Cen,Centaurus,12.393180555555555,-35.41266666666667,5.32,-0.17,409.0,B8/B9V
87,215 G. Cen,Centaurus,13.420594444444443,-64.48508333333334,5.32,2.35,128.0,F2III
88,381 G. Cen,Centaurus,14.929080555555554,-33.85577777777778,5.32,0.92,247.0,A0V
89,E Cen,Centaurus,12.137425,-48.69247222222222,5.34,-0.95,590.0,A1V
90,9 G. Cen,Centaurus,11.209208333333333,-49.101083333333335,5.37,1.88,163.0,A2III
91,251 G. Cen,Centaurus,13.70031111111111,-58.787055555555554,5.38,-1.11,647.0,B9IV
92,41 G. Cen,Centaurus,11.560350000000001,-40.58669444444445,5.39,0.13,368.0,A2IV/V
93,V918 Cen,Centaurus,11.788658333333332,-57.696555555555555,5.42,-1.59,821.0,K5III
94,u Cen,Centaurus,12.47291388888889,-39.04113888888889,5.45,-0.13,427.0,B8/B9V
95,C3 Cen,Centaurus,11.626125,-47.74738888888889,5.46,0.23,363.0,K2III
96,152 G. Cen,Centaurus,12.922072222222221,-42.91569444444444,5.46,-0.87,601.0,M0III
97,269 G. Cen,Centaurus,13.794075,-50.32066666666667,5.46,-0.26,454.0,K2III
98,V964 Cen,Centaurus,13.343847222222223,-52.74777777777778,5.47,0.05,396.0,B6V
99,43 G. Cen,Centaurus,11.5825,-49.136944444444445,5.5,1.48,207.0,K1III/IV
100,V817 Cen,Centaurus,12.1485,-41.23158333333333,5.51,-3.52,2090.0,B3IV
101,HD 120987,Centaurus,13.89245,-35.66419444444444,5.53,2.03,163.0,F3V
102,324 G. Cen,Centaurus,14.221227777777777,-53.665638888888886,5.53,-3.99,2608.0,K5III+...
103,59 G. Cen,Centaurus,11.68885,-43.095666666666666,5.54,1.5,209.0,A0V
104,74 G. Cen,Centaurus,11.869552777777779,-56.987833333333334,5.56,0.46,341.0,B4III
105,341 G. Cen,Centaurus,14.372150000000001,-34.78677777777778,5.57,-2.31,1230.0,B8V
106,172 G. Cen,Centaurus,13.109736111111111,-41.58841666666667,5.59,0.51,339.0,K0II/III
107,248 G. Cen,Centaurus,13.663497222222222,-40.05158333333333,5.61,-0.41,522.0,K2/K3III
108,330 G. Cen,Centaurus,14.24521111111111,-41.83744444444444,5.61,-0.09,449.0,G8III
109,176 G. Cen,Centaurus,13.115063888888889,-35.86183333333334,5.63,1.39,229.0,A0V
110,235 G. Cen,Centaurus,13.620055555555556,-61.69158333333333,5.63,2.88,116.0,F6V
111,39 G. Cen,Centaurus,11.546705555555555,-40.43633333333333,5.64,-0.47,544.0,M1III
112,C1 Cen,Centaurus,11.587044444444444,-47.37255555555556,5.64,-0.87,652.0,M3III
113,288 G. Cen,Centaurus,13.920047222222221,-52.160777777777774,5.66,0.56,342.0,B8V
114,367 G. Cen,Centaurus,14.683725,-36.13483333333333,5.67,-0.61,588.0,Ap Si
115,70 G. Cen,Centaurus,11.840911111111112,-62.649388888888886,5.68,-4.19,3075.0,A3Iab
116,221 G. Cen,Centaurus,13.448922222222222,-41.49755555555556,5.69,-3.26,2012.0,K3III
117,142 G. Cen,Centaurus,12.849416666666666,-52.787388888888884,5.7,0.35,382.0,A5V
118,177 G. Cen,Centaurus,13.127311111111112,-53.459722222222226,5.7,0.71,324.0,B8V
119,x2 Cen,Centaurus,12.422711111111111,-35.186388888888885,5.71,0.16,420.0,B9IV/V
120,V744 Cen,Centaurus,13.666638888888889,-49.95,5.74,-0.37,543.0,M8III
121,359 G. Cen,Centaurus,14.612263888888888,-40.21152777777778,5.74,0.19,419.0,B8V
122,13 G. Cen,Centaurus,11.22761388888889,-53.23191666666667,5.75,0.07,446.0,K2III
123,V788 Cen,Centaurus,12.148288888888889,-44.32588888888889,5.75,0.75,326.0,A3III
124,127 G. Cen,Centaurus,12.57846111111111,-44.67252777777777,5.76,3.5,92.0,G4IV
125,205 G. Cen,Centaurus,13.349377777777779,-46.88005555555556,5.76,0.44,377.0,K1III
126,11 G. Cen,Centaurus,11.220747222222222,-44.37222222222222,5.77,-1.29,840.0,K5/M0III
127,102 G. Cen,Centaurus,12.223627777777779,-38.92916666666667,5.77,-3.21,2037.0,B4III
128,278 G. Cen,Centaurus,13.863119444444443,-46.89863888888889,5.77,-2.01,1173.0,B2Vp
129,129 G. Cen,Centaurus,12.600297222222222,-39.86944444444445,5.78,1.65,219.0,A0V
130,181 G. Cen,Centaurus,13.185816666666668,-42.23283333333333,5.78,0.97,299.0,F7IV
131,114 G. Cen,Centaurus,12.395774999999999,-38.91136111111111,5.79,0.68,342.0,B8/B9V
132,243 G. Cen,Centaurus,13.669666666666666,-64.57655555555556,5.79,1.59,226.0,F3III-IV
133,32 G. Cen,Centaurus,11.446472222222223,-53.15994444444444,5.8,-0.61,625.0,K0III+...
134,209 G. Cen,Centaurus,13.371191666666666,-52.182944444444445,5.81,-5.19,5175.0,B2.5Ib
135,27 G. Cen,Centaurus,11.385602777777777,-56.77936111111111,5.82,-0.69,653.0,A4:p
136,196 G. Cen,Centaurus,13.2872,-43.97944444444445,5.82,1.99,190.0,Am
137,293 G. Cen,Centaurus,13.938858333333334,-46.59272222222222,5.82,1.12,284.0,K0IV
139,50 G. Cen,Centaurus,11.606216666666667,-61.05244444444444,5.84,-2.42,1462.0,B2.5IV
140,133 G. Cen,Centaurus,12.689733333333333,-46.14572222222222,5.84,-1.1,797.0,K3II
141,193 G. Cen,Centaurus,13.245377777777778,-48.95680555555556,5.84,1.34,259.0,K0IV
142,380 G. Cen,Centaurus,14.910533333333333,-33.300555555555555,5.85,-1.1,801.0,K2III
143,30 G. Cen,Centaurus,11.425869444444444,-37.74755555555556,5.87,-0.23,541.0,M3III
144,140 G. Cen,Centaurus,12.779505555555556,-33.315416666666664,5.87,0.52,384.0,K3III
145,283 G. Cen,Centaurus,13.895308333333332,-53.37327777777778,5.87,-1.97,1203.0,B5III
146,357 G. Cen,Centaurus,14.592083333333333,-41.51738888888889,5.88,0.68,358.0,B6V
147,388 G. Cen,Centaurus,15.020297222222222,-38.058305555555556,5.88,0.51,387.0,K2/K3III
148,79 G. Cen,Centaurus,11.916672222222221,-63.27916666666667,5.89,-3.59,2567.0,A3Ib
149,151 G. Cen,Centaurus,12.916308333333333,-44.15141666666666,5.89,2.89,130.0,G2IV
150,375 G. Cen,Centaurus,14.810572222222223,-36.63458333333333,5.89,0.19,449.0,M5III
151,189 G. Cen,Centaurus,13.22316111111111,-50.699777777777776,5.9,0.88,329.0,B9V
152,373 G. Cen,Centaurus,14.784738888888889,-38.29044444444444,5.9,-0.25,554.0,K3III
153,148 G. Cen,Centaurus,12.884516666666666,-54.95247222222223,5.91,0.59,379.0,K3III
154,190 G. Cen,Centaurus,13.236708333333333,-58.68391666666666,5.91,0.8,344.0,K0/K1III
155,239 G. Cen,Centaurus,13.623194444444445,-46.42783333333333,5.91,0.52,389.0,B8V
156,268 G. Cen,Centaurus,13.790994444444443,-50.24933333333333,5.92,2.03,196.0,A3m...
157,298 G. Cen,Centaurus,13.988183333333332,-50.36961111111111,5.92,0.86,335.0,G8/K0III
158,305 G. Cen,Centaurus,14.057383333333334,-56.21338888888889,5.93,-0.13,530.0,K2III
159,337 G. Cen,Centaurus,14.323308333333333,-37.002805555555554,5.93,1.75,223.0,A1V
160,V914 Cen,Centaurus,11.678469444444444,-53.96855555555556,5.95,-1.62,1065.0,M1III
161,236 G. Cen,Centaurus,13.618347222222223,-44.143166666666666,5.96,0.65,376.0,G8/K0III
162,256 G. Cen,Centaurus,13.715294444444444,-41.40094444444444,5.96,0.79,352.0,K0III
163,258 G. Cen,Centaurus,13.727805555555555,-42.0675,5.96,-2.48,1590.0,B8III
164,V869 Cen,Centaurus,14.159738888888889,-51.50463888888889,5.96,-0.17,548.0,B9IV
165,60 G. Cen,Centaurus,11.724222222222222,-37.19011111111111,5.98,-0.34,598.0,K3III
166,174 G. Cen,Centaurus,13.123419444444444,-59.8605,5.98,-1.91,1235.0,B9IV+...
167,145 G. Cen,Centaurus,12.865819444444444,-39.680388888888885,5.99,0.22,465.0,B7/B8V
168,351 G. Cen,Centaurus,14.519677777777778,-38.86977777777778,5.99,0.86,346.0,K1III
169,V928 Cen,Centaurus,12.49941111111111,-41.73586111111111,6.0,-1.25,918.0,M2II/III
171,242 G. Cen,Centaurus,13.646933333333333,-57.62269444444445,6.0,-1.89,1235.0,G5Ib
172,253 G. Cen,Centaurus,13.715588888888888,-56.76797222222222,6.0,-3.85,3047.0,B0.5III
173,291 G. Cen,Centaurus,13.942497222222222,-54.70411111111111,6.0,3.09,124.0,G8V
174,162 G. Cen,Centaurus,13.009086111111111,-33.50508333333333,6.01,3.0,131.0,F3V
175,85 G. Cen,Centaurus,11.986355555555555,-51.696749999999994,6.04,-1.04,849.0,K1/K2II
176,361 G. Cen,Centaurus,14.638705555555555,-38.79413888888889,6.04,-0.38,627.0,K3III
177,76 G. Cen,Centaurus,11.903197222222223,-57.41019444444444,6.05,-2.07,1370.0,A0/A1III
178,V824 Cen,Centaurus,13.182908333333332,-52.566861111111116,6.05,0.94,343.0,Ap
180,383 G. Cen,Centaurus,14.941908333333334,-32.636722222222225,6.06,-0.08,551.0,K3III
181,97 G. Cen,Centaurus,12.17605,-37.87027777777778,6.07,1.79,234.0,A5V
182,352 G. Cen,Centaurus,14.552672222222222,-30.714972222222222,6.07,0.56,412.0,K0III
183,V828 Cen,Centaurus,14.057636111111112,-41.42330555555555,6.08,-0.06,552.0,B8 Si
184,V716 Cen,Centaurus,14.227733333333333,-54.62561111111111,6.09,-1.55,1101.0,B5V
185,25 G. Cen,Centaurus,11.373097222222222,-44.64586111111111,6.1,0.99,344.0,G8III
186,62 G. Cen,Centaurus,11.731338888888889,-62.87825,6.1,0.68,396.0,A2III/IV
187,HD 108063,Centaurus,12.41906111111111,-42.51425,6.1,2.49,172.0,F9.5IV
188,282 G. Cen,Centaurus,13.866944444444444,-31.61913888888889,6.11,2.46,175.0,F5/F6V
189,10 G. Cen,Centaurus,11.21576111111111,-49.736111111111114,6.12,-0.72,760.0,G8II/III
190,302 G. Cen,Centaurus,14.021966666666668,-40.221944444444446,6.12,-0.84,805.0,K1III
191,28 G. Cen,Centaurus,11.406127777777778,-42.66911111111111,6.13,-3.74,3075.0,B2IV-V
192,80 G. Cen,Centaurus,11.931869444444445,-39.68947222222222,6.13,0.27,484.0,K0III
193,358 G. Cen,Centaurus,14.606705555555555,-39.59736111111111,6.13,0.69,400.0,K1III
194,229 G. Cen,Centaurus,13.534830555555555,-38.39875,6.14,0.91,363.0,K1III
195,290 G. Cen,Centaurus,13.938886111111112,-54.13236111111111,6.14,0.37,466.0,A1V
196,106 G. Cen,Centaurus,12.296469444444444,-36.09397222222223,6.15,0.27,488.0,A0V
197,67 G. Cen,Centaurus,11.785283333333334,-35.90680555555556,6.16,0.34,475.0,G8III
198,192 G. Cen,Centaurus,13.232722222222222,-43.13916666666667,6.16,1.0,351.0,K5II
199,194 G. Cen,Centaurus,13.25263611111111,-36.37136111111111,6.17,0.4,464.0,K1III
200,213 G. Cen,Centaurus,13.385733333333333,-33.18988888888889,6.17,-0.58,731.0,M2III
201,HD 121056,Centaurus,13.897777777777778,-35.31444444444444,6.17,2.13,215.0,K0III
202,384 G. Cen,Centaurus,14.976830555555555,-39.90697222222222,6.17,0.92,365.0,K1III
204,186 G. Cen,Centaurus,13.215475,-59.81633333333333,6.18,3.18,130.0,G0V
205,198 G. Cen,Centaurus,13.309691666666668,-51.28575,6.18,-0.3,644.0,A0V
206,211 G. Cen,Centaurus,13.38125,-47.94322222222222,6.18,-1.24,994.0,A4V
207,306 G. Cen,Centaurus,14.050475,-31.684194444444444,6.18,3.27,125.0,F6V
208,312 G. Cen,Centaurus,14.103030555555556,-43.09161111111111,6.18,0.0,561.0,G8III
209,187 G. Cen,Centaurus,13.214127777777778,-42.69972222222222,6.19,-0.24,629.0,K0III
210,319 G. Cen,Centaurus,14.14775,-43.47075,6.19,-0.51,713.0,B9V
211,200 G. Cen,Centaurus,13.343072222222222,-59.77275,6.2,0.8,392.0,F3/F5II
212,V992 Cen,Centaurus,14.096258333333333,-54.66930555555555,6.2,0.62,425.0,A5III/IV
213,389 G. Cen,Centaurus,15.032805555555557,-34.358805555555556,6.21,0.81,393.0,A8/A9III/IV
214,15 G. Cen,Centaurus,11.248369444444444,-43.733694444444446,6.22,-2.4,1725.0,K4III
